project,action,date,work_area,jsp_survey_id,gather_long,gather_lat,set_time,survey,site_id,pk,seine_id,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
JSP,,2015-06-07,QUADRA,DE169,,,,DI_C,D07,58,DE169N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-12,QUADRA,DE100,,,,DI_E,D01,1,DE100N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-12,QUADRA,DE100,,,,DI_E,D01,2,DE100N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-12,QUADRA,DE100,-124.747,49.9613,11:40:00,DI_E,D01,3,DE100N3,3,TARGETED,40,,,,TRUE,30,,0,0,10,,1,,2,,,,1,SEMSP,
JSP,,2015-05-13,QUADRA,DE101,-124.8509,50.07902,9:49:00,DI_E,D02,4,DE101N1,1,TARGETED,,,,,TRUE,30,400,0,0,10,40,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-14,QUADRA,DE102,-125.1395,49.99932,7:38:00,DI_W,D04,5,DE102N1,1,TARGETED,,,,,TRUE,30,300,0,0,0,0,0,0,7,10,,,1,SEMSP,
JSP,,2015-05-15,QUADRA,DE103,-124.8842,50.16142,7:50:00,DI_E,D05,6,DE103N1,1,TARGETED,,,,,TRUE,30,200,1,1,5,6,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-15,QUADRA,DE104,-124.8511,50.08007,10:21:00,DI_E,D02,7,DE104N1,1,TARGETED,,,,,TRUE,30,300,0,0,10,10,0,0,1,1,,,1,SEMSP,
JSP,,2015-05-15,QUADRA,DE105,-125.07512,50.11842,13:28:00,DI_E,D03,8,DE105N1,1,TARGETED,,,,,TRUE,30,40,0,0,10,20,0,0,2,2,,,1,SEMSP,
JSP,,2015-05-16,QUADRA,DE106,-125.2468,50.08005,8:00:00,DI_W,D06,9,DE106N1,1,TARGETED,,,,,TRUE,30,600,2,2,10,1000,4,4,0,0,,,1,SEMSP,
JSP,,2015-05-16,QUADRA,DE107,-125.1602,50.16412,12:30:00,DI_C,D07,10,DE107N1,1,TARGETED,,,,,TRUE,30,500,1,1,10,300,1,1,10,10,,,1,SEMSP,
JSP,,2015-05-17,QUADRA,DE108,-124.8549,50.08123,9:00:00,DI_E,D02,11,DE108N1,1,TARGETED,,,,,TRUE,8,8,0,0,10,90,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-18,QUADRA,DE109,-125.0787,50.11405,7:30:00,DI_E,D03,12,DE109N1,1,TARGETED,,,,,TRUE,30,70,0,0,1,10,0,0,2,2,,,1,SEMSP,
JSP,,2015-05-18,QUADRA,DE110,-124.8888,50.1659,11:30:00,DI_E,D05,13,DE110N1,1,TARGETED,,,,,TRUE,6,6,1,1,10,30,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-19,QUADRA,DE111,-125.0841,50.34273,10:30:00,DI_E,D08,14,DE111N1,1,TARGETED,,,,,TRUE,30,200,2,2,10,100,2,6,5,10,,,1,SEMSP,1: Fish moved by jug from net to buckets (30 sockeye in one 5 gallon pale; 50 total chum; pink; herring; coho in a second five gallon pale and two aquaria) to avoid net collapse on fish during onshore wind.
JSP,,2015-05-20,QUADRA,DE112,-125.3293,50.30787,8:00:00,DI_C,D09,15,DE112N1,1,TARGETED,,,,,TRUE,30,200,0,0,10,30,1,1,10,30,,,1,SEMSP,
JSP,,2015-05-21,QUADRA,DE114,-125.1175,50.13705,9:45:00,DI_E,D03,16,DE114N1,1,TARGETED,30,,,,TRUE,3,3,5,5,10,30,1,5,0,0,,,1,SEMSP,1: Coho: 4 out of 5 in net too large for Whirl-Pak; not taken.
JSP,,2015-05-21,QUADRA,DE115,,,,DI_C,D07,17,DE115N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-21,QUADRA,DE115,-125.1493,50.18217,13:00:00,DI_C,D07,18,DE115N2,2,TARGETED,17,,,,TRUE,30,200,8,10,10,50,1,1,0,0,,,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
JSP,,2015-05-23,QUADRA,DE116,-125.0395,50.31962,7:00:00,DI_E,D08,19,DE116N1,1,TARGETED,9,,,,TRUE,29,29,0,0,10,40,1,2,1,1,,,1,SEMSP,
JSP,,2015-05-23,QUADRA,DE117,-125.279,50.44365,10:15:00,DI_E,D10,20,DE117N1,1,TARGETED,20,,,,TRUE,30,3000,2,10,2,100,0,0,1,10,,,1,SEMSP,
JSP,,2015-05-24,QUADRA,DE120,,,,DI,D11,21,DE120N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-24,QUADRA,DE120,-125.45602,50.34655,8:40:00,DI,D11,22,DE120N2,2,TARGETED,25,,,,TRUE,30,200,0,0,10,300,1,1,6,10,,,1,SEMSP,
JSP,,2015-05-24,QUADRA,DE121,-125.33345,50.30723,12:10:00,DI_C,D09,23,DE121N1,1,TARGETED,47,,,,TRUE,30,200,2,2,4,4,0,0,1,1,,,1,SEMSP,
JSP,,2015-05-25,QUADRA,DE124,-125.05186,50.3153,7:35:00,DI_E,D08,24,DE124N1,1,TARGETED,0,,,,TRUE,30,200,0,0,10,40,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-25,QUADRA,DE125,,,10:23:00,DI_E,D05,25,DE125N1,1,TARGETED,22,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: Set on 1 slider; no catch
JSP,,2015-05-26,QUADRA,DE128,,,,DI_E,D10,26,DE128N3,3,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-26,QUADRA,DE128,,,,DI_E,D10,27,DE128N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-26,QUADRA,DE128,,,,DI_E,D10,28,DE128N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-05-26,QUADRA,DE128,-125.2804,50.44466,8:45:00,DI_E,D10,29,DE128N4,4,TARGETED,97,,,,TRUE,30,200,0,0,5,10,1,1,1,2,,,1,SEMSP,
JSP,,2015-05-26,QUADRA,DE130,-125.32452,50.30795,12:29:00,DI_C,D09,30,DE130N1,1,TARGETED,11,,,,TRUE,30,40,0,0,10,10,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-28,QUADRA,DE137,-125.33027,50.44941,6:45:00,DI_E,D10,31,DE137N1,1,TARGETED,28,,,,TRUE,30,30,0,0,5,10,0,0,1,1,,,1,SEMSP,
JSP,,2015-05-28,QUADRA,DE138,,,9:55:00,DI,D11,32,DE138N1,1,TARGETED,33,,,,FALSE,0,0,0,0,0,0,0,6,0,0,,,,SEMSP,1: CO = 6 total; released
JSP,,2015-05-28,QUADRA,DE139,-125.32275,50.30884,11:10:00,DI_C,D09,33,DE139N1,1,TARGETED,10,,,,TRUE,30,200,0,0,10,10,0,0,3,3,,,1,SEMSP,
JSP,,2015-05-30,QUADRA,DE140,-125.27265,50.10015,10:19:00,DI_W,D06,34,DE140N1,1,TARGETED,36,,,,TRUE,30,40,0,0,10,200,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-31,QUADRA,DE143,-125.04942,50.31763,6:25:00,DI_E,D08,35,DE143N1,1,TARGETED,5,,,,TRUE,2,2,1,1,10,60,0,0,0,0,,,1,SEMSP,
JSP,,2015-05-31,QUADRA,DE145,-124.87916,50.06119,9:32:00,DI_E,D02,36,DE145N1,1,TARGETED,22,,,,FALSE,0,0,0,0,0,10,0,10,0,0,,,,SEMSP,
JSP,,2015-05-31,QUADRA,DE146,,,10:49:00,DI_E,D01,37,DE146N1,1,TARGETED,16,,,,FALSE,0,0,0,0,0,6,0,0,0,0,,,,SEMSP,1: CU = 6 total; released
JSP,,2015-05-31,QUADRA,DE148,,,13:04:00,DI_E,D03,38,DE148N1,1,TARGETED,30,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: bycatch 200 squuid
JSP,,2015-06-01,QUADRA,DE149,-125.2774,50.44527,6:34:00,DI_E,D10,39,DE149N1,1,TARGETED,4,,,,TRUE,30,800,0,0,0,2,1,1,1,1,,,1,SEMSP,
JSP,,2015-06-01,QUADRA,DE150,,,,DI,D11,40,DE150N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-01,QUADRA,DE150,,,,DI,D11,41,DE150N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-01,QUADRA,DE150,-125.45358,50.34762,9:32:00,DI,D11,42,DE150N3,3,TARGETED,35,,,,TRUE,30,100,1,1,10,200,1,1,1,1,,,1,SEMSP,
JSP,,2015-06-01,QUADRA,DE151,-125.33058,50.30492,12:53:00,DI_C,D09,43,DE151N1,1,TARGETED,5,,,,TRUE,30,500,0,0,10,100,0,0,3,4,,,1,SEMSP,
JSP,,2015-06-03,QUADRA,DE152,,,,DI_E,D10,44,DE152N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-03,QUADRA,DE152,,,,DI_E,D10,45,DE152N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-03,QUADRA,DE152,-125.27406,50.44217,6:42:00,DI_E,D10,46,DE152N3,3,TARGETED,56,,,,TRUE,30,500,1,1,10,300,0,0,1,2,,,1,SEMSP,
JSP,,2015-06-03,QUADRA,DE153,,,,DI,D11,47,DE153N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-03,QUADRA,DE153,-125.44831,50.34851,10:21:00,DI,D11,48,DE153N2,2,TARGETED,19,,,,TRUE,12,15,0,0,10,300,1,1,0,0,,,1,SEMSP,
JSP,,2015-06-03,QUADRA,DE154,-125.32969,50.30759,13:11:00,DI_C,D09,49,DE154N1,1,TARGETED,20,,,,TRUE,30,40,1,1,10,40,0,0,7,7,,,1,SEMSP,
JSP,,2015-06-04,QUADRA,DE155,-125.04247,50.31954,6:23:00,DI_E,D08,50,DE155N1,1,TARGETED,13,,,,TRUE,29,60,0,0,2,2,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-04,QUADRA,DE158,,,,DI_W,D06,51,DE158N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-04,QUADRA,DE158,-125.24845,50.07966,11:32:00,DI_W,D06,52,DE158N2,2,TARGETED,27,,,,TRUE,15,40,4,20,3,20,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-05,QUADRA,DE160,-125.27904,50.44342,7:00:00,DI_E,D10,53,DE160N1,1,TARGETED,19,,,,TRUE,22,25,3,5,10,600,0,0,1,3,,,1,SEMSP,
JSP,,2015-06-05,QUADRA,DE162,-125.32864,50.30771,10:59:00,DI_C,D09,54,DE162N1,1,TARGETED,15,,,,TRUE,30,100,0,0,10,200,1,4,1,1,,,1,SEMSP,
JSP,,2015-06-05,QUADRA,DE163,-125.14202,50.19112,14:00:00,DI_C,D07,55,DE163N1,1,TARGETED,9,,,,TRUE,13,13,0,0,10,100,0,0,0,1,,,1,SEMSP,
JSP,,2015-06-06,QUADRA,DE164,,,10:06:00,DI_E,D08,56,DE164N1,1,TARGETED,22,,,,FALSE,0,0,0,0,0,100,0,1,0,0,,,,SEMSP,1: CU = 100 total; CO = 1 total; released
JSP,,2015-06-07,QUADRA,DE168,-125.3269,50.30812,10:51:00,DI_C,D09,57,DE168N1,1,TARGETED,5,,,,TRUE,30,40,1,1,10,10,0,0,1,1,,,1,SEMSP,
JSP,,2015-06-07,QUADRA,DE169,-125.14292,50.1915,14:13:00,DI_C,D07,59,DE169N2,2,TARGETED,17,,,,TRUE,30,30,6,6,10,70,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-09,QUADRA,DE170,,,,DI_C,D09,60,DE170N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-09,QUADRA,DE170,-125.33514,50.30734,6:34:00,DI_C,D09,61,DE170N2,2,TARGETED,30,,,,TRUE,27,27,1,1,10,100,0,0,3,3,,,1,SEMSP,1: Net collapse first set
JSP,,2015-06-09,QUADRA,DE171,,,,DI_E,D08,62,DE171N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-09,QUADRA,DE171,,,10:20:00,DI_E,D08,63,DE171N2,2,TARGETED,27,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: First set 40 chum; second set 0 fish.
JSP,,2015-06-09,QUADRA,DE173,-125.14249,50.19077,13:22:00,DI_C,D07,64,DE173N1,1,TARGETED,8,,,,TRUE,30,200,2,2,10,100,5,7,0,1,,,1,SEMSP,1: 11 sockeye taken for DFO 6 frozen 5 formalin
JSP,,2015-06-11,QUADRA,DE174,-125.32972,50.30806,9:20:00,DI_C,D09,65,DE174N1,1,TARGETED,3,,,,TRUE,30,100,1,1,10,100,0,0,5,5,,,1,SEMSP,1: Samples marked D09(2). Initial set removed due to potential bias from snag on bottom.
JSP,,2015-06-11,QUADRA,DE175,-125.14437,50.19017,12:05:00,DI_C,D07,66,DE175N1,1,TARGETED,17,,,,TRUE,1,1,3,3,10,25,10,20,0,0,,,1,SEMSP,
JSP,,2015-06-13,QUADRA,DE179,,,11:30:00,DI_E,D05,67,DE179N1,1,TARGETED,21,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-13,QUADRA,DE182,-125.1444,50.19051,14:29:00,DI_C,D07,68,DE182N1,1,TARGETED,10,,,,TRUE,22,23,3,3,10,100,5,6,0,0,,,1,SEMSP,1: Fish with lesions SO # 10
JSP,,2015-06-14,QUADRA,DE183,,,,DI_C,D09,69,DE183N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-14,QUADRA,DE183,-125.33023,50.30767,7:30:00,DI_C,D09,70,DE183N2,2,TARGETED,31,,,,TRUE,26,26,1,1,10,200,0,0,2,2,,,1,SEMSP,1: SO 2 and 26 had lesions on dorasl surface of body. SO 4 had hemorrhaging gills. HE 1 had hem. fins.
JSP,,2015-06-14,QUADRA,DE184,-125.45333,50.34741,10:58:00,DI,D11,71,DE184N1,1,TARGETED,17,,,,TRUE,30,600,2,10,10,400,1,1,0,0,,,1,SEMSP,
JSP,,2015-06-14,QUADRA,DE185,,,,DI_E,D10,72,DE185N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-14,QUADRA,DE185,,,13:56:00,DI_E,D10,73,DE185N2,2,TARGETED,33,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-15,QUADRA,DE186,,,7:50:00,DI_C,D09,74,DE186N1,1,TARGETED,54,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-15,QUADRA,DE189,,,12:21:00,DI_C,D07,75,DE189N1,1,TARGETED,44,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-16,QUADRA,DE190,,,1:50:00,DI_C,D09,76,DE190N1,1,TARGETED,28,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-16,QUADRA,DE192,,,,DI,D11,77,DE192N2,2,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-16,QUADRA,DE192,,,,DI,D11,78,DE192N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-16,QUADRA,DE192,-125.44482,50.34866,9:41:00,DI,D11,79,DE192N3,3,TARGETED,48,,,,TRUE,30,200,1,1,10,100,1,1,0,1,,,1,SEMSP,
JSP,,2015-06-16,QUADRA,DE193,,,15:44:00,DI_C,D07,80,DE193N1,1,TARGETED,15,,,,FALSE,0,0,,,,,,10,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-17,QUADRA,DE194,-125.03856,50.32119,11:02:00,DI_E,D08,81,DE194N1,1,TARGETED,36,,,,TRUE,12,13,0,0,10,18,2,2,1,1,,,1,SEMSP,
JSP,,2015-06-17,QUADRA,DE195,,,14:12:00,DI_E,D05,82,DE195N1,1,TARGETED,38,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-18,QUADRA,DE198,,,,DI,D11,83,DE198N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-18,QUADRA,DE198,-125.45001,50.34829,8:05:00,DI,D11,84,DE198N2,2,TARGETED,14,,,,TRUE,30,200,0,0,10,200,1,1,6,20,,,1,SEMSP,1: Herring not numbered in order; Lesions: SO 28 ( also hem on pectrol fin)
JSP,,2015-06-18,QUADRA,DE199,-125.32694,50.30819,11:16:00,DI_C,D09,85,DE199N1,1,TARGETED,2,,,,TRUE,30,50,0,0,10,50,0,0,10,10,,,1,SEMSP,
JSP,,2015-06-19,QUADRA,DE201,-125.27142,50.09809,10:14:00,DI_W,D06,86,DE201N1,1,TARGETED,30,,,,TRUE,5,6,0,0,10,300,0,0,1,1,,,1,SEMSP,
JSP,,2015-06-20,QUADRA,DE205,,,,DI,D11,87,DE205N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-20,QUADRA,DE205,-125.4553,50.34758,9:33:00,DI,D11,88,DE205N2,2,TARGETED,32,,,,TRUE,3,3,2,2,10,44,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-20,QUADRA,DE206,-125.33588,50.30597,12:29:00,DI_C,D09,89,DE206N1,1,TARGETED,34,,,,TRUE,30,200,0,0,10,80,2,2,10,10,,,1,SEMSP,
JSP,,2015-06-21,QUADRA,DE207,,,7:00:00,DI_E,D01,90,DE207N1,1,TARGETED,38,,,,FALSE,0,0,0,0,0,14,0,1,0,0,,,,SEMSP,1: No sockeye in set. coho =1; chum=14; released
JSP,,2015-06-22,QUADRA,DE212,,,,DI_E,D10,91,DE212N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-22,QUADRA,DE212,-125.32427,50.44949,7:13:00,DI_E,D10,92,DE212N2,2,TARGETED,67,,,,TRUE,30,60,0,0,10,200,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-22,QUADRA,DE213,,,11:06:00,DI,D11,93,DE213N1,1,TARGETED,52,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-22,QUADRA,DE214,-125,50,12:27:00,DI_C,D09,94,DE214N1,1,TARGETED,8,,,,TRUE,29,100,7,7,10,300,0,0,4,4,,,1,SEMSP,
JSP,,2015-06-23,QUADRA,DE216,,,7:14:00,DI_W,D04,95,DE216N1,1,TARGETED,25,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-23,QUADRA,DE217,,,,DI_W,D06,96,DE217N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-23,QUADRA,DE217,-125.27585,50.10264,8:32:00,DI_W,D06,97,DE217N2,2,TARGETED,53,,,,TRUE,6,6,4,10,10,2000,0,0,1,5,,,1,SEMSP,
JSP,,2015-06-24,QUADRA,DE218,-125.27069,50.44045,7:05:00,DI_E,D10,98,DE218N1,1,TARGETED,10,,,,TRUE,7,7,0,0,10,40,1,1,1,1,,,1,SEMSP,
JSP,,2015-06-24,QUADRA,DE219,-125.44451,50.34969,8:58:00,DI,D11,99,DE219N1,1,TARGETED,12,,,,TRUE,9,9,10,300,10,500,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-24,QUADRA,DE220,-125.3259,50.30698,11:07:00,DI_C,D09,100,DE220N1,1,TARGETED,2,,,,TRUE,30,240,0,0,5,5,1,1,0,0,,,1,SEMSP,
JSP,,2015-06-27,QUADRA,DE221,-125.33509,50.30702,9:22:00,DI_C,D09,101,DE221N1,1,TARGETED,18,,,,TRUE,19,20,10,20,10,30,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-29,QUADRA,DE224,,,6:48:00,DI_E,D10,102,DE224N1,1,TARGETED,59,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-29,QUADRA,DE225,-125.44666,50.34844,8:17:00,DI,D11,103,DE225N1,1,TARGETED,8,,,,TRUE,30,50,0,0,10,200,0,0,0,0,,,1,SEMSP,
JSP,,2015-06-29,QUADRA,DE226,,,,DI_C,D09,104,DE226N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-06-29,QUADRA,DE226,-125.33348,50.30764,10:52:00,DI_C,D09,105,DE226N2,2,TARGETED,46,,,,TRUE,8,8,2,2,10,80,0,0,0,0,,,1,SEMSP,
JSP,,2015-07-02,QUADRA,DE231,,,,DI_C,D09,106,DE231N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-07-02,QUADRA,DE231,-125.33768,50.30377,9:47:00,DI_C,D09,107,DE231N2,2,TARGETED,20,,,,TRUE,30,60,7,8,10,200,0,0,10,20,,,1,SEMSP,
JSP,,2015-07-05,QUADRA,DE234,-125.44617,50.34874,13:30:00,DI,D11,108,DE234N1,1,TARGETED,10,,,,TRUE,1,1,10,20,10,100,0,0,0,0,,,1,SEMSP,
JSP,,2015-07-06,QUADRA,DE236,-125.31584,50.30641,6:56:00,DI_C,D09,109,DE236N1,1,TARGETED,0,,,,TRUE,4,4,0,0,10,50,0,0,7,7,,,1,SEMSP,
JSP,,2015-07-06,QUADRA,DE237,-125.44895,50.34825,8:43:00,DI,D11,110,DE237N1,1,TARGETED,8,,,,TRUE,23,23,10,100,10,400,0,0,0,0,,,1,SEMSP,
JSP,,2015-07-07,QUADRA,DE238,-125.45584,50.34797,11:46:00,DI,D11,111,DE238N1,1,TARGETED,11,,,,TRUE,17,18,10,50,10,500,0,0,0,0,,,1,SEMSP,
JSP,,2015-07-07,QUADRA,DE239,,,,DI_C,D09,112,DE239N1,1,TARGETED,,,,,FALSE,0,0,,,,,,,,,,,,SEMSP,1: No sockeye in set; did not enumerate
JSP,,2015-07-07,QUADRA,DE239,-125.32955,50.3079,14:13:00,DI_C,D09,113,DE239N2,2,TARGETED,18,,,,TRUE,5,5,10,100,10,100,0,0,3,3,,,1,SEMSP,
JSP,,2015-07-14,QUADRA,DE240,-125.33303,50.30717,6:50:00,DI_C,D09,114,DE240N1,1,TARGETED,16,,,,TRUE,30,200,1,1,8,10,0,0,0,0,,,1,SEMSP,1: Sockeye very small
JSP,,2015-07-14,QUADRA,DE241,-125.454,50.34811,9:33:00,DI,D11,115,DE241N1,1,TARGETED,26,,,,TRUE,5,5,10,200,10,300,0,0,1,1,,,1,SEMSP,1: 72 training fish taken recorded as morts
JSP,,2016-05-09,QUADRA,DE245,-125.049415,50.318037,7:40:00,DI_E,D08,116,DE245N2,2,TARGETED,92,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: No fish caught in either set. Fish surface activity: rapid splashing as of many fish. Visual on several: small <7cm; some distinct popping also.
JSP,,2016-05-09,QUADRA,DE245,-125.049415,50.318037,7:25:00,DI_E,D08,117,DE245N1,1,TARGETED,92,,,,FALSE,0,0,0,0,0,0,0,0,0,0,,,,SEMSP,1: No fish caught in either set. Fish surface activity: rapid splashing as of many fish. Visual on several: small <7cm; some distinct popping also. No specific set activity recorded for second set.
