ufn_names,site_names,species_names,region_names,Acartia,Acartia_longiremis,Actinopterygii_Larvae,Aetideus_divergens,Amphibalanus_improvisus_Cyprid,Amphipoda,Aoroides_columbiae,Arachnida,Asteroidea_Brachiolaria,Balanomorpha,Balanomorpha_Cyprid,Balanomorpha_Molt,Balanomorpha_Nauplii,Balanus_crenatus_Cyprid,Balanus_glandula_Cyprid,Brachyura_Megalopa,Brachyura_Zoea,Calanoida,Calanoida_Copepodite,Calanus,Calanus_marshallae,Calanus_pacificus,Cancer_antennarius_Zoea,Cancer_gracilis_Zoea,Cancer_productus_Megalopa,Cancer_Zoea,Caprella,Caridea_Zoea,Centropages_abdominalis,Cnidaria,Copepoda,Coscinodiscophycidae,Crustacea,Ctenophora,Culicomorpha,Culicomorpha_Larvae,Cyclopoida,Detritus,Digested_food,Diptera,Diptera_Pupae,Ditrichocorycaeus_anglicus,Ditrichocorycaeus_anglicus_Copepodite,Epilabidocera_amphrites,Eucalanus,Eucalanus_bungii,Eucalanus_hyalinus,Eukrohnia_hamata,Eumalacostraca_Larvae,Euphausia_pacifica,Euphausiidae,Euphausiidae_Calyptopis,Euphausiidae_Furcilia,Euphausiidae_Juvenile,Euphausiidae_Nauplii,Eurytemora_affinis,Evadne_tergestina,Fabia_subquadrata_Zoea_III,Harpacticoida,Harpacticus,Hemigrapsus_Larvae,Hemigrapsus_nudus_Zoea,Hyale,Hyperiidae,Hyperiidae_Juvenile,Hyperoche,Hyperoche_medusarum,Insecta,Isopoda_Juvenile,Kellia_suborbicularis_Veliger,Lophopanopeus_bellus_Zoea,Mesocalanus_tenuicornis,Metridia,Metridia_curticaudata,Microcalanus_pygmaeus_pusillus,Monocorophium,Nannastacidae,Neocalanus_plumchrus,Neotrypaea_californiensis_Zoea,Objects,Oikopleura,Oregonia_gracilis_Zoea_II,Ostracoda,Paguridae_Larvae,Pandalidae_Zoea,Pandalus_jordani_Zoea,Pandalus_Zoea,Paracalanus_parvus,Paraeuchaeta_elongata,Parasites,Pinnotheridae_Megalopa,Pinnotheridae_Zoea,Pleocyemata_Larvae,Pleocyemata_Zoea,Pleuronectidae_Egg,Podon_leuckartii,Podon_polyphemoides,Podonidae,Polychaeta_Nectochaete,Porcellanidae_Zoea,Pseudocalanus,Pteropoda,Pteropoda_Veliger,Sagittoidea,Sarsamphiascus,Senticaudata,Siphonophorae,Spionidae_Nectochaete,Themisto_pacifica,Thysanoessa,Thysanoessa_inermis,Thysanoessa_raschii,Thysanoessa_spinifera,Tisbe,Tomopteris,Tortanus_discaudatus,Triconia_conifera,Total
U3836,J02,Pink,JOHNSTONE STRAIT,0,0.014184397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75177305,0,0,51.60283688,7.517730496,0,0,0,0,0,0,0.028368794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19858156,0.255319149,0.354609929,0,0.65248227,0,0.921985816,20.56737589,0.014184397,4.085106383,0,0,0,0,0,0,0,0,0,0,0.141843972,0,0,0,0,0,0,0,0.468085106,0,0,0,0,0,1.617021277,0,0,0,0,0,0,0,0,0.156028369,0,0,0,0,0,0,0,0,0,0,0,0,0.014184397,0.056737589,0,0,1.276595745,0,0,0,0,2.75177305,0,0,0,0.496453901,0,0,0.056737589,0,100
U3837,J02,Pink,JOHNSTONE STRAIT,0,0,0,0.012065637,0,0,0,0,0,0,0,0,0,0,0,0,0,9.471525097,0,0,44.03957529,3.402509653,0,0,0,0,0,0,0.012065637,0,0,0,0,0,0,0.024131274,0,0,0,0,0,0,0,7.661679537,0,0,0.349903475,1.640926641,0,7.299710425,14.57528958,0,5.019305019,0,0,0,0,0,0,0,0,0,0,0.156853282,0,0.832528958,0,0,0,0,0,0,0,0.349903475,0,0,0.036196911,0.832528958,0.060328185,0,0,0,0,0,0,0.193050193,0.096525097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361969112,0,0,0.265444015,0,0,0,0,0.723938224,0,0,0,2.569980695,0,0,0.012065637,0,100
U3838,J02,Pink,JOHNSTONE STRAIT,0,0,0,0.15136226,0,0,0,0,0,0,0,0,0,0,0,0,0,9.956273125,0,3.884964682,56.99630003,3.565422133,0,0,0,0,0,0,0.067272116,0,0,0,0,0,0,0,0,0,1.799529095,0,0,0,0,5.768583922,0.15136226,0,0,0.807265388,0,3.279515641,4.591321897,0.016818029,4.305415405,0,0,0,0,0,0,0.016818029,0,0,0,0,0,0,0,0,0.016818029,0,0,0,0,0.184998318,0,0,0,0,0.050454087,0,0,0,0,0,0,0,0.201816347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235452405,0,0,0,0,0,0,0,1.984527413,0,0,0,1.967709384,0,0,0,0,100
U3839,J02,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0.052410901,0,0,0,0,6.289308176,0,0,37.73584906,6.027253669,0.262054507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778,0,0,0.052410901,0,0,0.838574423,0,0,12.42138365,0,2.096436059,14.83228512,0.209643606,1.991614256,0,0,0,0,0,0,0,0,0,0,0.890985325,0,0,0,0,0,0,0,0.890985325,0.36687631,0,0.104821803,0,0.052410901,1.362683438,0,0,0,0,0,0,0,0,0,0,0,0.471698113,0,0,0,0,0.995807128,0,0,0,0,0,5.555555556,0,0,2.306079665,0,0,0,0,1.41509434,0,0,0,0,0,0,0,0,100
U3840,J02,Pink,JOHNSTONE STRAIT,0,0,0,0.005808213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243944938,0,0,10.53609804,0.900272986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005808213,0,0.04065749,0.429807748,0,0,6.156705582,0,34.37300343,10.18760527,0,0.999012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348492769,0,0.005808213,0,0,0.069698554,0,0,0,0,0,0.946738689,0.005808213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034849277,0,0,0,0,0,0.011616426,0.133588895,0,7.539060231,0,0,0,0,0,6.830458268,6.249636987,0,13.94551896,0,0,0,0,100
U3887,J02,Pink,JOHNSTONE STRAIT,0,0,0,0.059023167,0,0,0,0,0,0,0,0,0.014755792,0.014755792,0.014755792,0,0,1.593625498,0,0,31.88726575,4.854655452,0,0,0,0,0,0,0.014755792,0,0,0,0,0,0,0,0,0,0,0,0,0.014755792,0,0.221336875,0,0,0,0,0,2.198612956,39.38320791,0.029511583,1.69691604,0,0.014755792,0,0,0,0,0.014755792,0,0,0,1.018149624,0,0,0,0,0,0,0,0.885347499,0,0,0,0,0,0.221336875,0,0,0,0,0,0,0,0,0,0.354139,0,0,0,0,0,0,0,0,0,0,0.014755792,0,10.96355319,0,0,0,0,0,0,0,2.77408883,0,0,0,1.741183414,0,0,0,0,100
U3888,J02,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0.020210186,0,0.020210186,0,0,3.658043654,0,0,56.7502021,5.315278901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020210186,0,6.81083266,0.282942603,0,0,2.5869038,0,0,17.92643492,0.020210186,1.73807599,0,0,0,0,0,0,0,0,0,0,0.020210186,0,0,0.060630558,0,0,0,0,0.828617623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515763945,0,0,0,0,0,0,0,2.425222312,0,0,0,0,0,0,0,0,100
U3889,J02,Pink,JOHNSTONE STRAIT,0,0,0,0.017418568,0,0,0,0,0,0,0,0,0.017418568,0.017418568,0.017418568,0,0,2.31666957,0,0,39.36596412,6.497125936,0,0,0,0,0,0,0.017418568,0,0,0,0,0,0,0,0,0,0.418045637,0,0,0.017418568,0,17.81919526,0.505138478,0,0,3.08308657,0,8.134471346,8.221564187,0.052255705,1.759275388,0,0,0.017418568,0,0,0,0.087092841,0,0,0.209022818,0,0,0.330952796,0,0,0,0,0.017418568,1.045114092,0,0,0,0,0,0,0.19160425,0,0,0,0,0,0,0,0,0.034837136,0,0,0,0,0,0,0,0,0,0,0.017418568,0,5.138477617,0,0,0.992858387,0,0,0,0,2.264413865,0,0,0,1.358648319,0.017418568,0,0,0,100
U5132,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0.299401198,0,0,0,0,0.299401198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.50299401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,0,0,0,0,0,100
U5133,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5134,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330033003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.669967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5135,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272479564,0,0,0,0,0,0,0,0,0,0.272479564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.18256131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272479564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5136,D07,Chum,QUADRA,0,0,0,0,0.255754476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.324808184,1.534526854,0,0,0,0,0,0,0,0,36.57289003,0,0.255754476,0,15.60102302,0,0,0,0,0,0,0,0.511508951,0.255754476,0,0,0,0,0,0,0,0,0,0,0,0.255754476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.43222506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5137,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0.226244344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226244344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.09502262,0,0,0,0,0,0,0,0,0.226244344,0,0,0,0,0,0,0,0,0,0,0,0,0.226244344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5138,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5139,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0.223214286,0,0,0,0.223214286,0.223214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.88392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5140,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256,0,0,0,0,11.28205128,0,0,5.897435897,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.46153846,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5151,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5152,J06,Chum,JOHNSTONE STRAIT,0,0.133868809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803212851,0,0,1.204819277,0,0,0,0,0,0,0,0,0,0,0,0,97.59036145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133868809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133868809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5153,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5154,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252525253,0,0,0,0,99.49494949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5155,J06,Chum,JOHNSTONE STRAIT,0,0,0,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.17647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64705882,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0,0,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5156,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5157,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.45799458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5158,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5159,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5160,J06,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809954751,0,0,0,0,0,0,0,0.226244344,97.9638009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5161,D11,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06784661,0,0,0,0.589970501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,1.474926254,0,0,0,0,0,0,0,0,0,0,2.064896755,0,0,0,0.294985251,0,0,0,0,0,0,0,0,2.359882006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.85250737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5162,D11,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,57.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5163,D11,Chum,QUADRA,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5165,D11,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5166,D11,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5167,D11,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5168,D11,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5211,J08,Chum,JOHNSTONE STRAIT,0.075301205,0,0,0.075301205,0,0,0,0,0,0,0,0,0,0,0,0,0.075301205,1.355421687,0,3.840361446,1.731927711,0.828313253,0,0,0,0,0,0,0,64.68373494,0,0,0,24.24698795,0,0,0,0,0,0,0,0,0,0,1.957831325,0,0,0,0,0,0,0,0.376506024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075301205,0,0,0,0,0,0,0,0,0,0.677710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5212,J08,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.039158387,0,0,3.214494448,3.156049094,0,0,0,0,0,0,0,30.45002922,0,0,0,11.27995324,0,0,0,0,0,0,0,0,0,0.584453536,0,0,0,0.350672122,0,0,0,0,0.701344243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058445354,0,0,0,0,0,0,0.175336061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.99006429,0,0,100
U5213,J08,Chum,JOHNSTONE STRAIT,0,0.080064051,0,2.081665332,0,0,0,0.080064051,0,0,0,0,0,0,0,0,0,0.080064051,0,0,2.56204964,2.241793435,0,0,0,0,0,0,0,71.0968775,0,0,0,18.41473179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080064051,0.560448359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320256205,0,0,0,0,0,2.401921537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5214,J08,Chum,JOHNSTONE STRAIT,0.171722954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.946193475,0,0,10.24613623,4.579278764,0,0,0,0,0,0,0,64.91127647,0,0,0,17.51574127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057240985,0.057240985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057240985,0,0,0,0,0,0,0,0.457927876,0,0,0,0,0,0,0,0,100
U5215,J08,Chum,JOHNSTONE STRAIT,0.032819166,0,0,0.164095832,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017394158,0,0,6.432556613,4.463406629,0,0,0,0,0,0,0,59.99343617,0,0,0,21.46373482,0,0,0,0,0,0,0,0.032819166,0,0.525106662,0.45946833,0,0,0.525106662,0,0,0,0.032819166,0.131276666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032819166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098457499,0,0,0,0,0,0,0,0,0,0,0,0,0.229734165,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36494913,0,0,100
U5216,J08,Chum,JOHNSTONE STRAIT,0,0.077942323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779423227,0,0,11.92517537,2.02650039,0,0,0,0,0,0,0,78.64380359,0,0.077942323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311769291,1.558846454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233826968,0.623538581,0,0,0,0,0,0,0,0.077942323,0,0,0,0,0,3.507404521,0,0,0,0,0,0,0.077942323,0,0,0,0,0,0,0.077942323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5217,J08,Chum,JOHNSTONE STRAIT,0,0,0,0.472255018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590318772,0,0,36.0094451,8.382526564,0,0.118063754,0,0,0,0,0,34.82880756,0,0,0,14.16765053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.479338843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118063754,0,0,0,0,0,0,0,0,0,0,0,0,0.826446281,0,0,0.708382527,0,0,0,0,0,0,0,0,0,0,0,0,0,100
