ufn_names,site_names,species_names,region_names,Acartia,Acartia_longiremis,Actinopterygii_Larvae,Aetideus_divergens,Amphibalanus_improvisus_Cyprid,Amphipoda,Aoroides_columbiae,Arachnida,Asteroidea_Brachiolaria,Balanomorpha,Balanomorpha_Cyprid,Balanomorpha_Molt,Balanomorpha_Nauplii,Balanus_crenatus_Cyprid,Balanus_glandula_Cyprid,Brachyura_Megalopa,Brachyura_Zoea,Calanoida,Calanoida_Copepodite,Calanus,Calanus_marshallae,Calanus_pacificus,Cancer_antennarius_Zoea,Cancer_gracilis_Zoea,Cancer_productus_Megalopa,Cancer_Zoea,Caprella,Caridea_Zoea,Centropages_abdominalis,Cnidaria,Copepoda,Coscinodiscophycidae,Crustacea,Ctenophora,Culicomorpha,Culicomorpha_Larvae,Cyclopoida,Detritus,Digested_food,Diptera,Diptera_Pupae,Ditrichocorycaeus_anglicus,Ditrichocorycaeus_anglicus_Copepodite,Epilabidocera_amphrites,Eucalanus,Eucalanus_bungii,Eucalanus_hyalinus,Eukrohnia_hamata,Eumalacostraca_Larvae,Euphausia_pacifica,Euphausiidae,Euphausiidae_Calyptopis,Euphausiidae_Furcilia,Euphausiidae_Juvenile,Euphausiidae_Nauplii,Eurytemora_affinis,Evadne_tergestina,Fabia_subquadrata_Zoea_III,Harpacticoida,Harpacticus,Hemigrapsus_Larvae,Hemigrapsus_nudus_Zoea,Hyale,Hyperiidae,Hyperiidae_Juvenile,Hyperoche,Hyperoche_medusarum,Insecta,Isopoda_Juvenile,Kellia_suborbicularis_Veliger,Lophopanopeus_bellus_Zoea,Mesocalanus_tenuicornis,Metridia,Metridia_curticaudata,Microcalanus_pygmaeus_pusillus,Monocorophium,Nannastacidae,Neocalanus_plumchrus,Neotrypaea_californiensis_Zoea,Objects,Oikopleura,Oregonia_gracilis_Zoea_II,Ostracoda,Paguridae_Larvae,Pandalidae_Zoea,Pandalus_jordani_Zoea,Pandalus_Zoea,Paracalanus_parvus,Paraeuchaeta_elongata,Parasites,Pinnotheridae_Megalopa,Pinnotheridae_Zoea,Pleocyemata_Larvae,Pleocyemata_Zoea,Pleuronectidae_Egg,Podon_leuckartii,Podon_polyphemoides,Podonidae,Polychaeta_Nectochaete,Porcellanidae_Zoea,Pseudocalanus,Pteropoda,Pteropoda_Veliger,Sagittoidea,Sarsamphiascus,Senticaudata,Siphonophorae,Spionidae_Nectochaete,Themisto_pacifica,Thysanoessa,Thysanoessa_inermis,Thysanoessa_raschii,Thysanoessa_spinifera,Tisbe,Tomopteris,Tortanus_discaudatus,Triconia_conifera,Total
U5218,J08,Chum,JOHNSTONE STRAIT,0,0.048007681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488238118,0,0,3.12049928,1.824291887,0,0,0,0,0,0,0,86.07777244,0,0,0,5.47287566,0,0,0.048007681,0,0,0,0,0,0,0,0.864138262,0,0,0,0,0,0,0,0.192030725,0,0,0,0.048007681,0,0,0,0,0,0,0.048007681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7681229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5219,J08,Chum,JOHNSTONE STRAIT,0,0.051440329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440329218,0,0,15.74074074,3.240740741,0,0,0,0,0,0,0,70.11316872,0,0,0,1.95473251,0,0,0,0,0,0,0,0,0,1.594650206,0,0,0,3.600823045,0,0,0,0.154320988,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234567901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154320988,0,0,0.411522634,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5220,J08,Chum,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465425532,0,0.39893617,0,0,0,0,0,0,0,83.44414894,0,0,0,1.263297872,0,0,0.066489362,0,0,0,0,0,0,0,0,1.728723404,0,8.57712766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066489362,0,0,0,0,0,0,0,0,0,0,0,0,0.132978723,0,0,0,0,0,0,0,0,0,0,0,0,0,3.856382979,0,0,100
U5277,J06,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.818181818,0,4.545454545,15.90909091,13.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,2.272727273,2.272727273,0,0,0,0,0,0,0,0,2.272727273,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.90909091,6.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,100
U5279,J06,Pink,JOHNSTONE STRAIT,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,0,0,0,0,0,0,0,0,0,0,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5282,J06,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5283,J06,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5284,J06,Pink,JOHNSTONE STRAIT,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.61538462,3.846153846,30.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5285,J06,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5286,J06,Pink,JOHNSTONE STRAIT,0,0,0,0,0,0,0,0,0,0,0.558659218,0,0.558659218,0,0.558659218,0,3.351955307,44.69273743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558659218,0,0,0,1.117318436,0,0,0,0,5.586592179,0,0,0,0,0,0.558659218,0,0,0,0,0,0,0,0,5.586592179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558659218,0,0,2.234636872,2.793296089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.72625698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558659218,100
U5314,D07,Pink,QUADRA,0,0,0,0,3.03030303,0,0,0,0,0,0,0,3.03030303,12.12121212,0,0,3.03030303,3.03030303,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,3.03030303,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,100
U5315,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0,19.35483871,33.06451613,0,0,8.870967742,13.70967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,5.64516129,0,0,0.806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0,0,0,0,0,0.806451613,0,0,0,0,0,0,0,0,0,0,0.806451613,0,12.90322581,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0,0,0,0,0,0,0,100
U5316,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,2.06185567,2.06185567,0,0,13.40206186,1.030927835,0,0,0,0,0,0,0,0,0,0,1.030927835,0,0,1.030927835,0,0,0,0,0,0,23.71134021,0,0,18.55670103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030927835,1.030927835,0,0,0,0,0,0,0,0,0,9.278350515,0,0,0,0,0,0,1.030927835,0,0,0,0,0,0,0,1.030927835,0,0,0,0,0,0,23.71134021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5317,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5318,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,1.333333333,2,0,0,28.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,22,0,0,10,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,14.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5319,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.67346939,0,0,0,0,0,0,0,0,0,0,0,100
U5320,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0.552486188,0,0,0,27.0718232,6.077348066,0,0,4.972375691,3.314917127,0,0,0,0,0,0,0,0,0,0.552486188,0,0,0,0,0,0,27.0718232,0,0,1.104972376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.419889503,0,0,0,0,0,0,0,0,0,8.287292818,0,0,0,0,0,0,0,2.762430939,0,9.392265193,0,0,0,0,0,0,0.552486188,0,0.552486188,0,0,0,0,0,0,0,0,0,0,0,0,3.314917127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5321,D07,Pink,QUADRA,0,0,0,0,0,0,0,0,0.346020761,0,0.346020761,0,0.692041522,0.346020761,0,3.806228374,24.22145329,0.346020761,0,0,0,0,0,0,0,0,0,0,1.038062284,0,0,0.346020761,0,0,0,0,0,0,35.64013841,0,0,1.730103806,0,2.422145329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0.346020761,0,0,0.346020761,0,0,0.346020761,0,0,0,0,0,0,0,0,0,24.56747405,0,0,0,0,0,0,0.346020761,0,0.346020761,0,0.346020761,0,0,0,0,0.346020761,0.346020761,0,0,0,0,1.038062284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5375,J08,Pink,JOHNSTONE STRAIT,0,0.088888889,0,4.444444444,0,0,0,0,0,0,0,0,0,0,0.088888889,0,0.977777778,30.4,0,0,38.13333333,9.066666667,0,0,0,0.266666667,0,0,0.088888889,0,0,0,0,0,0,0.177777778,0,2.666666667,0,1.333333333,0,0,0,2.222222222,0,0,0,0,0,0,0,0.355555556,3.466666667,0,0,0,0,0,0,0.177777778,0,0,0,0,0,0,0,0,0,0,0.266666667,0.088888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088888889,0,100
U5376,J08,Pink,JOHNSTONE STRAIT,0,0,0,3.896103896,0,0,0,0,0,0,0,0.216450216,0,0,0.216450216,0,0,50.21645022,0,0,18.3982684,2.597402597,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0,0,0,0.216450216,0,0,0,0.216450216,0,0,0,0,0,0,0,0,0,1.948051948,5.627705628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0.216450216,0,0,0,0,0,0,13.85281385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515151515,0,100
U5377,J08,Pink,JOHNSTONE STRAIT,0,0,0,11.28640777,0,0,0,0,0,0.242718447,0,0,0,0,0,0,0.121359223,13.34951456,0,0,44.2961165,14.32038835,0,0,0,0,0,0,0,0,0,0,5.582524272,0,0,0,0,0,0,0,0,0,0,1.45631068,0,0,0,0,0,0,0,0.36407767,3.155339806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36407767,0,0,0,0,0,0,0,0,0,0,0,0,0.36407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.669902913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.427184466,0,100
U5378,J08,Pink,JOHNSTONE STRAIT,0,0,0,17.27272727,0,0,0,0,0,0,0,0,0,0,0,0,1.818181818,20.38961039,0,0,15.32467532,3.376623377,0,0,0,0,0,0,1.948051948,0,0,0,13.8961039,0,0,0,0,0.25974026,0,0,0,0,0,9.61038961,0,0,0,0,0,0,0,0.12987013,2.597402597,0,0,0,0,0,0,0.12987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649350649,0,0,0,0,0,0,1.298701299,0,0,0.12987013,0,0,0,0,0,5.194805195,0,0,0.779220779,0,0,0,0,0,0,0,0,0,0,0,5.194805195,0,100
U5379,J08,Pink,JOHNSTONE STRAIT,0,0.074294205,0,0.074294205,0,0,0,0,0,0,0,0.742942051,0,0,0.074294205,0,0.074294205,27.48885587,0,0,30.98068351,11.66419019,0,0,0,0.520059435,0,0,0.222882615,0,6.835066865,0,0,0,0,0,0,0.074294205,0,0.29717682,0,0,0,7.50371471,0,0,0,0,0,0,0,0.742942051,3.120356612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668647845,0.371471025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59435364,0,0,0,0,0,0,0,0,0,7.429420505,0,0,0,0.074294205,0,0,0,0.29717682,0,0,0,0,0,0,0.074294205,0,100
U5380,J08,Pink,JOHNSTONE STRAIT,0,0.501672241,0,0,0,0,0,0,0,0,0,0.16722408,0.16722408,0,0.16722408,0,0.334448161,35.6187291,0,0,11.37123746,5.183946488,0,0.16722408,0,0,0,0,0.16722408,0,8.026755853,0.16722408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.016722408,5.183946488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16722408,2.842809365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16722408,0,0,0,0,0,0,0,0,24.24749164,0,0.16722408,0,0,0,0,0,0,0,0,0,0,0,0,0.16722408,0,100
U5381,J08,Pink,JOHNSTONE STRAIT,0,0.36101083,0,0.36101083,0,0,0,0,0,0,0,0,0.36101083,0,0.36101083,1.444043321,0,29.24187726,0.36101083,0,1.805054152,7.942238267,0,0,0,0,0,0,0.722021661,0,11.55234657,0,0,0,0,0,0,0,0,0,0,0.36101083,0,5.054151625,0,0,0,0,0,0,0,1.083032491,4.693140794,0,0,0,0,0,0,0,0,0.36101083,0,0,0,0,0,0,0,0,0,1.083032491,0,0,0,0,0,0,0,0,0,0,0,0,2.166064982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.15884477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.527075812,0,100
U5382,J08,Pink,JOHNSTONE STRAIT,0,0.128534704,0,9.12596401,0,0,0,0,0,0,0,0,0,0,0.128534704,0,0.385604113,14.781491,0,0,22.23650386,16.06683805,0,0,0,0,0,0,1.413881748,0,4.627249357,0,0,0,1.028277635,0,0,0.128534704,0,0,0,0.128534704,0,3.470437018,0.899742931,0,0,0,0,0,0,0.257069409,4.370179949,0,0,0,0,0.385604113,0,0.257069409,0.642673522,0,0,0,0,0,0,1.028277635,0,0,0.128534704,2.313624679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.06683805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5383,J08,Pink,JOHNSTONE STRAIT,0,0.256904303,0,5.844572897,0,0,0,0,0,0,0,0.192678227,0.064226076,0,0.064226076,0,0,15.09312781,0,0,44.44444444,9.698137444,0,0.192678227,0,0,0,0,0.128452152,0,1.798330122,0,0,0,0,0,0,0,0,0,0,0.064226076,0,1.991008349,0.834938985,0.642260758,0,0,0,0,0,2.183686577,4.624277457,0,0,0,0,0,0.064226076,0.064226076,0.064226076,0,0,0,0.064226076,0,0,0,0.128452152,0,0,0.128452152,2.569043031,0,0,0,0,0,0,0.578034682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321130379,0,0,0,0,0,7.707129094,0,0,0,0.064226076,0,0,0,0,0,0,0,0,0,0,0.128452152,0,100
U5384,J08,Pink,JOHNSTONE STRAIT,0,0.091157703,0,5.834092981,0,0,0,0,0,0,0,0.091157703,0.182315406,0,0.091157703,0,0,26.25341841,0,0,13.0355515,12.12397448,0.091157703,0,0,0,0,0,0.546946217,0,8.477666363,0,0,0,0,0,0,0.091157703,0,0,0,0.182315406,0,2.734731085,0,0,0,0,0,0,0,1.731996354,2.825888788,0,0,0,0,0.455788514,0,0.091157703,0,0,0,0,0.182315406,0,0,0,0,0.091157703,0.091157703,0.63810392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820419325,0,0,0,0,0,22.88058341,0.091157703,0,0,0,0,0,0,0,0,0,0,0,0.091157703,0,0.182315406,0,100
U5385,D11,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,100
U5386,D11,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,31.34328358,0,0,0,0,0,0,0,0,0,0,11.94029851,0,0,0,0,0,0,0,0,0,31.34328358,0,0,1.492537313,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.40298507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5387,D11,Pink,QUADRA,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,29.6,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5388,D11,Pink,QUADRA,0,0,0,18.36734694,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12244898,0,20.40816327,0,0,0,0,0,0,0,0,6.12244898,0,0,0,10.20408163,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,0,0,0,4.081632653,2.040816327,0,0,0,0,0,0,2.040816327,0,0,0,10.20408163,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5389,D11,Pink,QUADRA,0,0,0,9.259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07407407,0,0,0,0,0,0,0,0,0,0,0.925925926,0,0,0,0,0,0,0,0,0,24.07407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,0,0,0,0,0,2.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,23.14814815,0,0,0,0,0,2.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5390,D11,Pink,QUADRA,0,0,0,46.15384615,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5391,D11,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5392,D11,Pink,QUADRA,0,0,0,3.278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03278689,0,0,0,75.40983607,0,0,0,0,0,0,0,0,0,0,0,0,1.639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5393,D11,Pink,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41666667,0,0,0,16.66666667,0,0,0,0,0,0,27.08333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,100
U5394,D11,Pink,QUADRA,0,0,0,23.39622642,0,0,0,0,0,0,0,0,0.377358491,0,0.377358491,0,0,46.03773585,0,0,0,0,0,0,0,0,0,0,15.47169811,0,0,0,0,0,0,0,0,0,0,5.660377358,0,0.754716981,0,3.018867925,0,0,0,0,0,0,0,0.377358491,0.754716981,0,0,0,0,0,0.377358491,1.132075472,0,0,0,0,0,0,0,0,0.377358491,0,0,0,0,0,0,0,0,0,0,0,0.377358491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358491,0,0.377358491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754716981,0,100
U5500,D07,Chum,QUADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18018018,0,0,0,0,0,0,0,0,0,0.18018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0990991,0,0,0,0,0,0,0,0,0.18018018,0,0,0,0,0,0,0,0,0,0,0,0,0.18018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100