ufn_names,simple_semsp_names,site_names,species_names,date_names,year_names,week_names,Acartia,Acartia_clausi,Acartia_longiremis,Actinopterygii_Egg,Actinopterygii_Larvae,Aetideus_divergens,Alienacanthomysis_macropsis,Ammodytes_hexapterus_Juvenile,Amphibalanus_improvisus_Cyprid,Amphipoda,Anomura_Zoea,Arachnida,Balanomorpha,Balanomorpha_Cyprid,Balanomorpha_Juvenile,Balanomorpha_Molt,Balanomorpha_Nauplii,Balanus_crenatus_Cyprid,Balanus_glandula_Cyprid,Brachyura_Megalopa,Brachyura_Zoea,Bryozoa_Larvae,Calanidae_Nauplii,Calanoida,Calanoida_Copepodite,Calanus,Calanus_marshallae,Calanus_pacificus,Cancer_Larvae,Cancer_oregonensis_Zoea,Cancer_productus_Zoea,Caprella,Caridea_Zoea,Centropages_abdominalis,Cnidaria,Copepoda,Corophiida,Coscinodiscophycidae,Crustacea,Ctenophora,Culicomorpha,Cumacea,Cyclopoida,Detritus,Digested_food,Digested_food_worms,Diptera,Ditrichocorycaeus_anglicus,Ditrichocorycaeus_anglicus_Copepodite,Echinodermata_Larvae,Epilabidocera_amphrites,Epilabidocera_amphrites_Copepodite,Eucalanus,Eucalanus_bungii,Eukrohnia_hamata,Eumalacostraca_Larvae,Euphausia_pacifica,Euphausiidae,Euphausiidae_Calyptopis,Euphausiidae_Egg,Euphausiidae_Furcilia,Euphausiidae_Nauplii,Evadne,Evadne_normanni,Evadne_tergestina,Harpacticoida,Harpacticus,Hemigrapsus_Larvae,Hyale,Hyperia,Hyperiidae,Hyperiidae_Juvenile,Hyperoche,Hyperoche_mediterranea,Hyperoche_medusarum,Insecta,Insecta_Larvae,Isopoda_Juvenile,Isopoda_Larvae,Kellia_suborbicularis_Veliger,Limacina_helicina,Lophopanopeus_bellus_Larvae,Mesocalanus_tenuicornis,Metridia,Microcalanus_pygmaeus_pusillus,Microsetella_rosea,Microstomus_pacificus_Egg,Monstrilla,Nannastacidae,Neocalanus_plumchrus,Neotrypaea_californiensis_Zoea,Objects,Oikopleura,Oncaea,Oregonia_gracilis_Larvae,Ostracoda,Paguridae_Zoea,Pandalidae_Zoea,Paracalanus_parvus,Parasites,Phaeophyceae,Pinnotheres_taylori_Zoea_I,Pinnotheridae_Zoea,Pleocyemata_Larvae,Pleocyemata_Zoea,Pleuronichthys_coenosus_Egg,Podon,Podon_leuckartii,Podon_polyphemoides,Podonidae,Polychaeta_Nectochaete,Porcellanidae_Zoea,Primno_macropa,Pseudocalanus,Pteropoda,Pteropoda_Egg,Pteropoda_Veliger,Pugettia_Megalopa,Sagittoidea,Sarsamphiascus,Semibalanus_balanoides_Cyprid,Senticaudata,Siphonophorae,Spionidae_Nectochaete,Themisto_pacifica,Tigriopus,Tisbe,Tomopteris,Tomopteris_septentrionalis,Tortanus_discaudatus,Total
U5464,J07-CU-3,J07,Chum,2015-06-14,2015,16-Jun,0.056561086,0,0.226244344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056561086,0,0.056561086,0,0,0,0,0,0,0,1.414027149,0,0,0,0,0,0,0,90.66742081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.730769231,0.678733032,0,0.056561086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056561086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5465,J07-CU-8,J07,Chum,2015-06-14,2015,16-Jun,0.48756704,0,0.292540224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048756704,0,0,0,0,0,0,2.779132131,0,0,0.48756704,0,0,0,0,0,0,0.146270112,95.51438323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048756704,0,0.146270112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048756704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5466,J07-CU-10,J07,Chum,2015-06-14,2015,16-Jun,0.275178866,0,0.220143093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055035773,0.055035773,0,0,0,0,0,0,0.055035773,0,0,0,0,0,0,0,0,0,98.84424876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440286186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055035773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5471,J07-PI-6,J07,Pink,2015-06-14,2015,16-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.527333894,0,0,42.64087468,7.779646762,0,0,0,0,0,0.336417157,0,0,0,0,0,0,0,0,0,0,0,0,0.084104289,0,0,0,1.093355761,0,0,0,0,0,0,0,0.294365013,0,38.43566022,0.042052145,0,0,0,0,0.042052145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597981497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126156434,100
U5472,J07-PI-5,J07,Pink,2015-06-14,2015,16-Jun,0,0,0,0,0,14.59459459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7027027,0,0,41.08108108,2.162162162,7.027027027,0,0,0,0,0.540540541,0,0,0,0,0,0,0,0,0,0,0,0,1.081081081,0,0,0,3.243243243,0,0,0,0,0,0,0,0,0.540540541,2.702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.324324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5473,J07-PI-2,J07,Pink,2015-06-14,2015,16-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212314225,0,0,0,0,19.32059448,0,0,63.48195329,7.430997877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.794055202,0,0,0,0,0.212314225,1.27388535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061571125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212314225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5474,J07-PI-1,J07,Pink,2015-06-14,2015,16-Jun,0,0,0.71942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71942446,0,0,3.597122302,0,0,17.98561151,3.597122302,0,0,0,0,0,0,40.28776978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3381295,0,0,0,0.71942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316546763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5475,J07-PI-7,J07,Pink,2015-06-14,2015,16-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.87179487,0,0,52.56410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5476,J07-PI-4,J07,Pink,2015-06-14,2015,16-Jun,0,0,0,0,0,9.981515712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56007394,0,16.72828096,17.83733826,8.133086876,0,0,0,0,0,0,0,0,0,0,11.73752311,0,0.277264325,0,0,0.092421442,0,0,0,0,0,0,1.01663586,0,0,0,0,0,0,11.64510166,0,0,1.756007394,0,0,0,0.092421442,0,0.092421442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310536044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739371534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5477,J07-PI-3,J07,Pink,2015-06-14,2015,16-Jun,0,0,0,0,0,1.657458564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261510129,0,0,38.85819521,3.314917127,0,0,0,0,0,0.184162063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0441989,0,0,11.60220994,0,0,0,0,0,0.184162063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.788213628,0,0,0,0,0,0,0,1.104972376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5357,J07-PI-6,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0.214592275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643776824,0,0,0,0,0,80.25751073,13.09012876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214592275,1.931330472,0.214592275,0,0,0,0,0.214592275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858369099,1.287553648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858369099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214592275,100
U5358,J07-PI-4,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,0.091659028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091659028,3.116406966,0,0,83.31805683,12.92392301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091659028,0.091659028,0,0,0,0,0,0,0,0,0,0.183318057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091659028,100
U5359,J07-PI-1,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,0.263678312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175346078,0,0,49.63744232,1.318391562,4.087013843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065919578,0,0,0,0.791034937,0,0,0,0,0,0,0,0,0.065919578,0.197758734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.636783125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44232037,0,0,1.120632828,0,0,0.197758734,0,0,0,0,0,100
U5360,J07-PI-10,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92776886,0,0,78.65168539,2.407704655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642054575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160513644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.210272873,0,0,0,0,0,0,0,0,0,0,0,100
U5361,J07-PI-5,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,4.708520179,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242152466,0.67264574,0,0,13.67713004,0,0,71.97309417,5.829596413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224215247,0.224215247,0,0,0,0,0,0,0,0,0,0.224215247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224215247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5412,J07-PI-2,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211864407,22.45762712,0,0,72.45762712,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754237288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847457627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211864407,0,0,0,0,0,0,0,0,0,0,1.059322034,0,0,0,0,0,100
U5413,J07-PI-8,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,4.10022779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10022779,0,0,34.16856492,0,0,47.38041002,2.733485194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227790433,0,0,0,0,0,0,0,0,5.466970387,0,0,0,0,0,0,0,0,0.227790433,0.227790433,0,0,0,0,0,0,0,0,0,0.227790433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227790433,0,0,0.227790433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683371298,100
U5414,J07-PI-3,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302083333,0,0,13.41145833,0,0,78.64583333,5.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911458333,0,0,0,0,0,0,0,0,0,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130208333,100
U5415,J07-PI-9,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.85339168,0,0,65.8643326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094091904,0,0,0,0,0,0,0,0,0.218818381,1.312910284,0,0,0,0,0,0,0,0,0,0.218818381,0,0,0,0,0.218818381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218818381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5416,J07-PI-7,J07,Pink,2015-06-29,2015,30-Jun,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06666667,0,0,58.13333333,1.2,0,0,0,0,0,0,0,0,0,0,13.2,0,0.4,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5440,J07-CU-9,J07,Chum,2015-06-29,2015,30-Jun,0,0,0.071174377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.060498221,0.925266904,0,0,0,0,0,0,95.80071174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071174377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071174377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5441,J07-CU-4,J07,Chum,2015-06-29,2015,30-Jun,0,0,0.066800267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002004008,0,0,0,0,0,0,0,93.65397462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.139612558,0,0,0,0,0,0,0.066800267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.070808283,0,0,0,0,0,0,0,0,0,0,0,100
U5442,J07-CU-7,J07,Chum,2015-06-29,2015,30-Jun,0.06116208,0,0.06116208,0.06116208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55351682,1.406727829,0,0,0,0,0,0,79.3883792,0,0,0.06116208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162079511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122324159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06116208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06116208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5443,J07-CU-1,J07,Chum,2015-06-29,2015,30-Jun,0.069979006,0,0.069979006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.58012596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279916025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5444,J07-CU-2,J07,Chum,2015-06-29,2015,30-Jun,0.057971014,0,0.057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.565217391,0,0,0,0,0,0,0,94.26086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5445,J07-CU-6,J07,Chum,2015-06-29,2015,30-Jun,0.071787509,0,0.143575018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.78463747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5446,J07-CU-8,J07,Chum,2015-06-29,2015,30-Jun,0.063211125,0,0.063211125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.90391909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65360303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063211125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063211125,0,0,0,0,0,0,0,0,0,0,0.189633375,0,0,0,0,0,100
U5447,J07-CU-10,J07,Chum,2015-06-29,2015,30-Jun,0.06514658,0,0.06514658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06514658,99.73941368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06514658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5448,J07-CU-3,J07,Chum,2015-06-29,2015,30-Jun,0,0,0.043478261,0,0.260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.434782609,0,0,0,0,0,0,0,0.347826087,0,0,0,0,0,0,82.91304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91304348,0,0.043478261,0,0,0,0,0,0,0,0,0,0,1.826086957,0,0,0,0.956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5449,J07-CU-5,J07,Chum,2015-06-29,2015,30-Jun,0,0,0.088809947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177619893,0,0,27.44227353,1.865008881,0,0,0,0,0,0.088809947,69.98223801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177619893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088809947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088809947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5237,D07-CU-2,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116414435,0,0,0,0,0,0,0.116414435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116414435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232828871,73.10826542,0,0.232828871,0,0.465657742,3.259604191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16065192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.190919674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5238,D07-CU-9,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087796313,0.087796313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.565408253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087796313,89.55223881,0,0,0,0.35118525,0.7023705,0,0,0,0,0,0,0,0,0,0,0.087796313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633889377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087796313,0,0,1.755926251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5239,D07-CU-1,D07,Chum,2016-05-19,2016,19-May,0.084817642,0,0,0,0,0,0,0,0,0,0,0,0,0.084817642,0,0,0.084817642,0,0.084817642,0,0,0,0.084817642,0,0,0,0,0,0,0,0,0,0,0,10.94147583,0,0,0.084817642,0,0,0,0,0,0.084817642,2.374893978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084817642,41.7302799,0,0.084817642,0,0,0.339270568,0,0,0,0,0,0,0,0,0,0,0.084817642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7480916,0,0,0,0,0,0.084817642,0,0,0,0,0,0,0,0,0,0.084817642,0.678541137,0,0,0,0,0,0,0.169635284,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5240,D07-CU-5,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079428118,85.46465449,0,0,0,0.31771247,5.083399523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238284353,4.130262113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.447974583,0,0,0,0,0,0,0.079428118,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5241,D07-CU-6,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753321,0,0,0.189753321,0.189753321,0,0,0,0,0,0,0.189753321,0,0,0,0,0,0,0,0,0,0,0,0,0.189753321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753321,80.45540797,0,1.328273245,0,0.189753321,0.759013283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.18026565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759013283,0,0,0,0,0,0,0.189753321,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5242,D07-CU-7,D07,Chum,2016-05-19,2016,19-May,0,0,0,0.315789474,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,47.57894737,0,0,0,0,1.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.26315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.842105263,0,0,0,0,0,0,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5243,D07-CU-4,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137362637,0,0,0.137362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137362637,0.137362637,0,0.137362637,0,0,0.137362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.76373626,0,0,0,0,0,0,0.137362637,0,0,0,0,0,0,0.137362637,0,0.137362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
